,unnamed: 0,region,official_id,drainage_area_km2,centroid_lon_deg_e,centroid_lat_deg_n,logk_ice_x100,porosity_x100,land_use_forest_frac_2010,land_use_shrubs_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_crops_frac_2010,land_use_urban_frac_2010,land_use_water_frac_2010,land_use_snow_ice_frac_2010,lulc_check_2010,land_use_forest_frac_2015,land_use_shrubs_frac_2015,land_use_grass_frac_2015,land_use_wetland_frac_2015,land_use_crops_frac_2015,land_use_urban_frac_2015,land_use_water_frac_2015,land_use_snow_ice_frac_2015,lulc_check_2015,land_use_forest_frac_2020,land_use_shrubs_frac_2020,land_use_grass_frac_2020,land_use_wetland_frac_2020,land_use_crops_frac_2020,land_use_urban_frac_2020,land_use_water_frac_2020,land_use_snow_ice_frac_2020,lulc_check_2020,slope_deg,aspect_deg,median_el,mean_el,max_el,min_el,elevation_m,prcp,tmin,tmax,vp,swe,srad,low_prcp_duration,low_prcp_freq,high_prcp_duration,high_prcp_freq,n_years,mean_runoff,fold,mean_check,std_runoff,lnorm_shape,lnorm_loc,lnorm_scale,log_mean_runoff,log_std_runoff,mean_uar,std_uar,log_mean_uar,log_std_uar,complete_year_mean_check,stdev_check
646,646,LRD,10DA001,22260.5,-120.49429370806014,59.73940130186783,-1081.89,0.2392,0.79,0.07,0.05,0.04,0.0,0.0,0.04,0.0,0.0099999999999997,0.7,0.12,0.08,0.05,0.01,0.0,0.04,0.0,0.0,0.37,0.12,0.24,0.23,0.0,0.0,0.05,0.0,-0.01,1.2762244,351.88097049243646,559.0,563.1626,824.11462,302.86871,563.1626,540.6,-8.0,3.8,440.0,160.9,211.0,5.1,0.7,1.1,0.1,7.0,0.2414410336123813,3,0.24009443223978824,0.3878334034589585,1.4595443102335282,0.0006243862840410462,0.09260532004313249,-2.360326599777493,1.4326318049163445,0.010846163995075642,0.01742249291161288,-5.463140407187543,1.4326318049163445,True,0.3879095313237527
647,647,10E,10EA002,126.8,-128.25725635756217,62.01839171544371,-1620.09,13.43008,0.22,0.11,0.6,0.01,0.02,0.0,0.01,0.03,0.0,0.22,0.11,0.6,0.01,0.02,0.0,0.01,0.03,0.0,0.18,0.16,0.58,0.02,0.02,0.01,0.01,0.02,0.0,23.665623,299.2180636294236,1677.2795,1667.5627,2521.0776,1107.7472,1667.5627,689.2,-12.3,-1.3,327.6,282.3,200.9,3.9,0.7,1.0,0.0,16.0,1.6491326086044853,8,1.6520347920670555,2.1018977090747883,1.6164129142262353,0.11467473693142152,0.5126253741232248,-0.2769053840877328,1.2513178087568317,13.005777670382379,16.576480355479408,1.7882388528912787,1.2513178087568317,True,2.102091781159508
648,648,10E,10EA003,8519.2,-126.67571370957351,61.3745572650421,-1204.53,3.40026,0.68,0.11,0.19,0.01,0.01,0.0,0.0,0.0,0.0,0.64,0.12,0.22,0.01,0.01,0.0,0.0,0.0,0.0,0.56,0.13,0.26,0.03,0.01,0.0,0.0,0.0,0.0099999999999998,15.877005,87.46313011980061,1133.4401,1192.9067,2613.4775,382.19705,1192.9067,597.1,-10.8,0.6,358.5,215.0,203.6,4.2,0.7,1.0,0.1,58.0,0.9912067654264262,8,1.012878862570247,1.117240792094871,1.1834309434956798,0.037577269593378516,0.4996424059733537,-0.5715962673718781,1.0742947590876197,0.11634974709203051,0.13114386234562764,-2.7139187070909148,1.0742947590876197,True,1.1172701495184987
649,649,10E,10EB001,14594.1,-127.98133144813733,62.36397056070299,-1376.97,9.77429,0.37,0.13,0.46,0.01,0.01,0.0,0.01,0.01,0.0,0.36,0.13,0.47,0.01,0.01,0.0,0.01,0.01,0.0,0.35,0.14,0.46,0.02,0.02,0.0,0.01,0.01,-0.01,20.967941,109.6131738771474,1460.5273,1454.2747,2747.2156,526.86877,1454.2747,638.2,-11.9,-1.0,334.3,257.1,195.9,4.0,0.7,1.0,0.0,56.0,1.3846379199515877,8,1.3772839453176255,1.6838486737002882,1.4866091417168745,0.0908338439971533,0.5090193046038699,-0.3653571347518719,1.1913004324496157,0.09487655422064997,0.11537872658816153,-3.045974472202837,1.1913004324496157,True,1.683892332351104
650,650,10E,10EB003,36.7,-128.60361170008414,62.35086543498757,-1603.22,13.52551,0.25,0.12,0.61,0.01,0.01,0.0,0.0,0.0,0.0,0.24,0.12,0.61,0.01,0.01,0.0,0.0,0.0,0.01,0.2,0.18,0.57,0.02,0.02,0.01,0.0,0.0,0.0,24.570095,285.16705221055054,1653.6256,1637.3226,2290.5491,1155.8556,1637.3226,688.1,-12.4,-1.6,323.3,283.8,200.2,3.9,0.7,1.0,0.0,11.0,1.7927233000650933,8,1.7990886173815037,2.431216095172724,1.504125848441355,0.06570271717205876,0.6406129647769786,-0.2413633069281691,1.2948612808085669,48.848046323299535,66.24567016819411,3.0636152169934436,1.2948612808085669,True,2.4315338804293156
651,651,10E,10EC001,33258.5,-126.82566382925604,61.850702729864295,-1370.48,10.54533,0.53,0.1,0.33,0.01,0.01,0.0,0.01,0.0,0.01,0.51,0.11,0.35,0.01,0.01,0.0,0.01,0.0,0.0,0.45,0.12,0.37,0.03,0.01,0.0,0.01,0.0,0.0099999999999998,19.244799,80.55279657852489,1244.2913,1281.5331,2747.2156,220.29181,1281.5331,603.8,-11.3,-0.1,348.7,224.6,199.5,4.3,0.7,1.0,0.1,27.0,1.1064151490527834,8,1.1278286099165125,1.2108842410813485,1.6597207196953414,0.11351675480589954,0.35598034347135576,-0.5134315695957531,1.1419399733267794,0.03326713919908545,0.03640826378463696,-4.017741943125254,1.1419399733267794,True,1.2109514209888086
652,652,10E,10EC002,493.0,-124.8992660653412,61.69694499853158,-1520.0,19.0,0.39,0.14,0.44,0.02,0.02,0.0,0.01,0.0,-0.02,0.39,0.14,0.44,0.02,0.02,0.0,0.01,0.0,-0.02,0.23,0.19,0.5,0.04,0.02,0.0,0.01,0.0,0.0099999999999998,20.758766,247.5211752530913,1303.8987,1312.573,1923.8815,869.57861,1312.573,622.9,-11.7,-0.6,346.0,214.8,203.9,5.1,0.7,1.0,0.1,21.0,0.9571726502568516,8,0.9637644590201944,1.362687534871725,1.5956579218519085,0.0016920697049427167,0.34693009792566365,-1.0417542221604428,1.5699945926528152,1.9415266739489891,2.7640720788473128,-0.334508117220996,1.5699945926528152,True,1.362784409541088
653,653,LRD,10ED001,218345.4,-125.58220944438418,59.49315237783114,-1166.57,3.10952,0.73,0.1,0.13,0.01,0.01,0.0,0.01,0.0,0.01,0.71,0.11,0.14,0.01,0.01,0.0,0.01,0.0,0.01,0.63,0.11,0.18,0.06,0.01,0.0,0.01,0.0,0.0,10.576484,12.780113335054471,923.09766,988.75665,3018.0735,209.66809,988.75665,596.7,-8.2,3.4,417.6,185.4,214.4,4.4,0.7,1.1,0.1,65.0,0.7993010070790338,8,0.7969158675190221,0.8112247912975835,1.371167978924063,0.06696624678244352,0.344564615669876,-0.7515854080504756,1.0650595211086193,0.003660718325547659,0.0037153280595679304,-6.137663620666016,1.0650595211086193,True,0.8112438984965145
654,654,10E,10ED002,273521.7,-125.49775419172585,59.89385409508239,-1188.66,3.89401,0.72,0.1,0.15,0.01,0.01,0.0,0.01,0.0,0.0,0.7,0.11,0.16,0.01,0.01,0.0,0.01,0.0,0.0,0.61,0.11,0.2,0.06,0.01,0.0,0.01,0.0,0.0,11.15107,8.14175,924.83765,981.57764,3018.0735,119.96892,981.57764,584.2,-8.6,3.0,409.5,185.1,211.2,4.5,0.7,1.0,0.1,46.0,0.7969352579505802,8,0.7954491031423941,0.8226593005939884,1.327268245709998,0.06461463121707316,0.3452106986673853,-0.7721434515179931,1.0712171448564574,0.002913608894470092,0.0030076564330873503,-6.383524412097347,1.0712171448564576,True,0.8226839987731552
655,655,10E,10ED003,549.7,-121.91115685530666,61.18273514382884,-1068.67,0.0,0.95,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.95,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.64,0.12,0.1,0.14,0.0,0.0,0.0,0.0,0.0,1.0746861,353.0303784066618,310.3497,333.15686,534.0,168.65962,333.15686,402.4,-8.4,3.3,422.6,115.6,194.2,5.3,0.7,1.0,0.1,44.0,0.435740047173114,3,0.4321556456030005,1.0691187904213189,2.4504693113043414,-1.894411451300642e-05,0.05535435502321202,-2.905540139993458,2.4808412589181335,0.792687005954364,1.9449132079703815,-2.3071575358779355,2.4808412589181335,True,1.0691526634919148
656,656,10E,10ED007,1405.7,-122.1891803363188,61.02147602163761,-1070.38,0.0,0.97,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.84,0.08,0.07,0.0,0.0,0.0,0.01,0.0,0.0,0.65,0.13,0.12,0.08,0.0,0.0,0.01,0.0,0.01,1.2521311,354.3407075625633,421.7601,422.29602,732.2132,179.60123,422.29602,425.7,-8.5,3.2,418.9,122.9,196.9,5.2,0.7,1.0,0.1,27.0,0.6474612668306609,3,0.6425747862225323,1.400722871817577,1.9600447351552952,0.0018314026533107785,0.12362376894056773,-2.031957520408808,1.8871192936585164,0.46059704547959074,0.99645932405035,-2.3724929197643907,1.8871192936585162,True,1.4007959003034232
657,657,10E,10ED009,129.8,-121.34974295230415,61.34386438649508,-1053.02,0.0,0.83,0.03,0.04,0.08,0.0,0.0,0.02,0.0,0.0,0.83,0.03,0.04,0.08,0.0,0.0,0.02,0.0,0.0,0.6,0.08,0.07,0.22,0.0,0.0,0.02,0.0,0.01,0.37696028,359.82933346404303,279.0,274.54422,298.08429,235.85269,274.54422,383.2,-8.2,3.3,425.7,110.7,192.1,5.4,0.7,1.0,0.1,23.0,0.4108280531598982,3,0.40784384849490146,0.8958610264894804,11.248748618669628,6.656394453004621e-05,0.0021824272018579074,-3.5474410187588354,3.0543577300714797,3.1650851553150856,6.901856906698616,-1.505680544046688,3.0543577300714797,True,0.8959143626623308
658,658,10E,10FA002,9028.1,-120.829879395758,60.61019170884868,-1083.04,1.26019,0.85,0.03,0.03,0.02,0.0,0.0,0.07,0.0,0.0,0.79,0.06,0.06,0.02,0.0,0.0,0.07,0.0,-2.220446049250313e-16,0.43,0.11,0.17,0.21,0.0,0.0,0.08,0.0,0.0,0.79299742,2.957753263587973,550.0,529.70636,800.11536,235.74716,529.70636,491.9,-8.7,3.0,422.0,148.1,202.9,5.0,0.7,1.1,0.1,49.0,0.38543927836445013,3,0.38305849698029387,0.5489926323968667,2.1220851156047065,-0.0001597812373376121,0.09444994047670828,-2.395569480743925,2.228433992709625,0.0426932885506862,0.06080932116357446,-4.595911416288289,2.2284339927096255,True,0.5490081527200699
659,659,10E,10FB005,1259.8,-120.91379219724504,61.15017749469875,-1055.54,0.0,0.89,0.03,0.03,0.04,0.0,0.0,0.01,0.0,0.0,0.84,0.05,0.05,0.04,0.0,0.0,0.01,0.0,0.0099999999999998,0.58,0.12,0.11,0.17,0.0,0.0,0.01,0.0,0.01,0.7876935005187988,6.57137616667675,313.0,331.1904602050781,531.1084594726562,203.86306762695312,331.1904602050781,427.5,-8.4,3.2,428.2,129.0,195.5,5.0,0.7,1.0,0.1,44.0,0.35955609177814774,3,0.35640987667709406,0.7427742410620738,1.6417300081350683,-0.00011091527617643379,0.09755948226205267,-2.3315598412298835,1.6491713140567972,0.28540728034461643,0.5895969527401761,-2.562512819435575,1.6491713140567972,True,0.742797570497859
660,660,10E,10GC003,2071.5,-122.06099161184665,61.67742500635643,-1119.16,0.11074,0.92,0.03,0.01,0.01,0.0,0.0,0.02,0.0,0.0099999999999998,0.91,0.04,0.02,0.01,0.0,0.0,0.02,0.0,0.0,0.73,0.12,0.06,0.07,0.0,0.0,0.02,0.0,0.0,1.2555131912231443,24.596928980514416,245.0,309.8226318359375,713.0415649414062,134.8555450439453,309.8226318359375,395.8,-8.7,2.8,415.0,116.8,190.7,5.5,0.8,1.0,0.1,46.0,0.35256888961729177,3,0.3518999205063575,0.8781339013791771,2.086574819963487,-0.00010851717823729765,0.06351316967033968,-2.778437355578399,2.138230748445672,0.17019980189104117,0.4239120933522457,-3.5067103381137192,2.138230748445672,True,0.8781604451380097
661,661,WWA,12009500,32.4,-123.8766569435218,46.31095654210383,-1474.76,17.12396,0.62,0.16,0.16,0.03,0.01,0.0,0.0,0.0,0.02,0.66,0.11,0.18,0.03,0.02,0.0,0.0,0.0,0.0,0.63,0.15,0.17,0.03,0.02,0.0,0.0,0.0,0.0,19.365849,234.180454296638,146.21114,158.08736,515.89996,2.5650442,158.08736,2696.1,5.7,14.2,939.5,5.1,250.9,4.1,0.5,1.1,0.0,13.0,6.044525287126389,2,6.051878718401989,7.601629954789157,1.389918875860764,0.29076093327106006,2.6068467006703213,1.1700890585803003,1.1528487396064004,186.55942244217246,234.61820848114687,4.599685914764154,1.1528487396064004,True,7.60244658797138
662,662,WWA,12010000,142.6,-123.67614550154332,46.460958571511874,-1379.61,13.73983,0.41,0.3,0.24,0.03,0.02,0.0,0.0,0.0,0.0,0.58,0.19,0.19,0.03,0.02,0.0,0.0,0.0,-0.01,0.69,0.15,0.12,0.02,0.01,0.0,0.0,0.0,0.01,19.594986,178.7482213776454,266.69604,284.30655,818.97229,9.2415333,284.30655,2780.5,4.9,13.8,894.0,12.2,253.8,4.2,0.5,1.1,0.0,54.0,7.392360351032617,2,7.421365035359635,10.536507638160055,1.4701987584921994,0.2957260418338781,2.915154800811508,1.2788199094027235,1.2301838868898791,51.83983415871402,73.88855286227248,3.226531680404665,1.2301838868898791,True,10.536776026092346
663,663,WWA,12010500,48.0,-123.6748523641272,46.394555725004686,-1489.72,17.87837,0.58,0.23,0.12,0.04,0.03,0.0,0.0,0.0,0.0,0.74,0.09,0.11,0.03,0.02,0.0,0.0,0.0,0.01,0.75,0.08,0.11,0.03,0.02,0.0,0.0,0.0,0.01,13.462379,207.86860786174287,134.1852,139.7733,679.39105,5.2475224,139.7733,2641.5,5.4,14.6,922.4,7.4,254.3,4.2,0.5,1.1,0.0,13.0,5.687344409289698,2,5.714682706789553,8.269768931003338,1.5230163292929884,0.04597757691513322,2.22153715188548,0.8575536708101841,1.441336386065292,118.48634186020205,172.28685272923622,3.8941079388844306,1.441336386065292,True,8.27068713107623
664,664,WWA,12010700,46.6,-123.80641985856268,46.32156983988876,-1501.22,17.25248,0.72,0.14,0.09,0.03,0.01,0.0,0.0,0.0,0.01,0.72,0.07,0.15,0.04,0.02,0.0,0.0,0.0,0.0,0.66,0.11,0.17,0.04,0.02,0.0,0.0,0.0,0.0,14.638752,33.63158936552912,96.046043,116.58035,515.89996,8.416894,116.58035,2610.7,5.7,14.5,937.9,4.9,252.2,4.1,0.5,1.1,0.0,14.0,6.753328696769292,2,6.75977866787698,10.118627223144046,1.5621516228931593,0.054525021670769426,2.513387356698745,0.9863824230131958,1.471980805499114,144.92121666886894,217.13792324343441,4.052537160863733,1.471980805499114,True,10.119758744223695
665,665,WWA,12011000,57.0,-123.78847352100692,46.483788931059046,-1439.27,14.92683,0.52,0.19,0.21,0.05,0.02,0.0,0.0,0.0,0.01,0.57,0.18,0.18,0.05,0.02,0.0,0.0,0.0,0.0,0.65,0.13,0.15,0.05,0.02,0.0,0.0,0.0,0.0,17.301632,254.69858325306305,151.49258,167.30719,562.49329,2.7067947,167.30719,2580.6,5.4,14.2,921.5,7.5,251.4,4.1,0.5,1.1,0.0,12.0,4.9416749732182135,2,4.960935901565534,6.634102582616923,1.4018069337590122,0.19097143598997054,2.04341414167423,0.896641919554373,1.2031802658058108,86.69605216172306,116.38776460731442,3.7613459307019603,1.2031802658058106,True,6.635011799722901
666,666,WWA,12011200,24.5,-123.7935767578574,46.52381135573209,-1266.6,9.61493,0.57,0.18,0.22,0.02,0.01,0.0,0.0,0.0,0.0,0.52,0.22,0.23,0.02,0.01,0.0,0.0,0.0,0.0,0.64,0.2,0.14,0.01,0.01,0.0,0.0,0.0,0.0,19.374437,240.2663069986539,222.84827,229.7182,607.37433,14.797382,229.7182,2625.3,5.1,13.8,907.6,9.4,251.6,4.1,0.5,1.0,0.0,13.0,6.280031484713228,2,6.286257653136877,7.181465240860393,1.1734956899529052,0.6467065008613065,2.988980689333131,1.3936582102834263,0.9122982512949704,256.3278157025807,293.12103023919974,5.102740371714882,0.9122982512949704,True,7.182339696296311
667,667,WWA,12011500,109.9,-123.4786788754467,46.545036957876775,-1397.19,14.20634,0.53,0.25,0.12,0.02,0.06,0.01,0.0,0.0,0.01,0.69,0.12,0.1,0.02,0.06,0.01,0.0,0.0,0.0,0.74,0.08,0.09,0.02,0.06,0.01,0.0,0.0,0.0,13.305989,282.56515489248034,192.70132,231.40974,778.41907,46.789421,231.40974,2498.9,4.8,14.4,885.3,11.5,254.7,4.6,0.5,1.2,0.0,22.0,4.277257762115457,2,4.2867947842244,6.374432770182112,1.6563310580770656,0.048164080741913105,1.4648829824229441,0.4814328552402203,1.5251580570884564,38.91954287639178,58.002118018035596,2.689617272812782,1.5251580570884564,True,6.374833413328241
668,668,WWA,12012000,53.1,-123.55144449001588,46.50685014215258,-1304.14,10.94109,0.54,0.23,0.18,0.02,0.03,0.0,0.0,0.0,0.0,0.68,0.13,0.15,0.02,0.02,0.0,0.0,0.0,0.0,0.74,0.11,0.11,0.02,0.02,0.0,0.0,0.0,0.0,19.449991,359.20999468634903,284.86942,314.34229,858.19592,43.088245,314.34229,2733.2,4.6,13.9,879.7,14.8,250.6,4.3,0.5,1.1,0.0,18.0,6.490150538978039,2,6.516809337152884,9.351025342723432,1.4488921609681529,0.0705446561832567,2.6798192017079354,1.052187516952056,1.3632920772728891,122.22505723122485,176.102172179349,3.9877658676863,1.3632920772728891,True,9.351764057844285
669,669,WWA,12013500,340.6,-123.5537456449662,46.56310334470919,-1366.5,13.05057,0.53,0.24,0.13,0.02,0.07,0.01,0.0,0.0,0.0,0.68,0.12,0.1,0.02,0.07,0.01,0.0,0.0,0.0,0.74,0.08,0.09,0.02,0.06,0.01,0.0,0.0,0.0,14.781325,326.5771340020352,169.11591,209.60483,858.19592,1.2386942e-12,209.60483,2493.9,4.9,14.4,893.4,11.1,253.4,4.5,0.5,1.2,0.0,63.0,4.6623674581849786,2,4.679084423009887,7.079878889420709,1.6108734696011153,0.09497841964587016,1.6318412489286722,0.6413645257552403,1.4236250580835417,13.688688955328765,20.786491160953343,1.7184110365087892,1.4236250580835417,True,7.080033551286301
670,670,WWA,12014500,75.0,-123.72765106409396,46.58642625536531,-1279.15,10.07333,0.38,0.24,0.33,0.02,0.02,0.0,0.0,0.0,0.01,0.51,0.31,0.13,0.02,0.02,0.0,0.0,0.0,0.0099999999999998,0.78,0.11,0.07,0.02,0.02,0.0,0.0,0.0,0.0,14.719238,22.608706930489813,204.5634,216.30823,570.27106,43.546253,216.30823,2537.7,5.1,14.1,904.6,9.6,250.7,4.1,0.5,1.1,0.0,19.0,5.310579948442654,2,5.319102184731133,5.874577847725143,1.2931579156779482,0.5201294775848315,2.384218702604483,1.196264395656171,0.9750245504241137,70.80773264590205,78.32770463633524,3.786531561101998,0.9750245504241138,True,5.875015709899024
671,671,WWA,12015100,10.7,-123.77819109613976,46.73123806496295,-1247.84,8.91391,0.26,0.27,0.42,0.02,0.02,0.0,0.0,0.0,0.01,0.49,0.34,0.13,0.02,0.02,0.0,0.0,0.0,0.0,0.82,0.09,0.06,0.02,0.01,0.0,0.0,0.0,0.0,15.44323,75.62139667273429,206.29639,197.41724,383.17883,38.065796,197.41724,2553.7,5.1,14.0,907.8,7.9,250.0,4.2,0.5,1.1,0.0,12.0,5.352162003051314,2,5.36345831213036,5.9270091063616075,1.247440081743069,0.6539128227315184,2.371229885881012,1.2382835900136224,0.9130949319847579,500.2020563599358,553.9260847066923,5.775795127527899,0.9130949319847579,True,5.927725231429933
672,672,WWA,12015200,150.8,-123.67951196611266,46.76600809851315,-1444.45,16.06547,0.52,0.23,0.2,0.02,0.02,0.0,0.0,0.0,0.01,0.65,0.17,0.13,0.02,0.02,0.0,0.0,0.0,0.0099999999999998,0.74,0.1,0.11,0.02,0.02,0.0,0.0,0.0,0.01,13.547781,132.92262358777523,118.76945,126.78833,431.99921,34.199921,126.78833,2341.5,5.3,14.6,913.1,6.0,252.9,4.3,0.5,1.2,0.0,4.0,3.8523544429534735,2,3.859155687966388,5.78819812024746,1.7056867796177182,0.10969602876381404,1.2046648425254605,0.4168449767066223,1.422444885446321,25.546116995712687,38.38327665946591,2.3086458001149035,1.422444885446321,True,5.790577646810565
673,673,WWA,12015500,80.9,-123.42799111673392,46.79395300812308,-1424.9,15.66281,0.58,0.23,0.16,0.01,0.02,0.0,0.0,0.0,0.0,0.68,0.18,0.11,0.01,0.02,0.0,0.0,0.0,0.0,0.79,0.1,0.08,0.01,0.02,0.0,0.0,0.0,0.0,14.31803,219.964602664804,201.73439,212.74516,576.30896,56.08075,212.74516,2190.0,4.9,14.6,881.8,6.8,256.4,4.8,0.5,1.2,0.0,13.0,3.3281411601974233,2,3.3437022631658944,4.498439039207931,1.513059983598963,0.14332351525601855,1.2882520565205047,0.48626151312167804,1.2426208415419429,41.13895130033898,55.604932499479986,3.000802968039369,1.2426208415419429,True,4.498938505044057
674,674,WWA,12020000,296.7,-123.30761244797368,46.50505705704993,-1322.89,11.61796,0.69,0.15,0.12,0.01,0.02,0.01,0.0,0.0,0.0,0.71,0.11,0.14,0.01,0.03,0.01,0.0,0.0,-0.01,0.74,0.11,0.11,0.01,0.02,0.01,0.0,0.0,0.0,19.691647,347.60201578998783,390.56506,390.12366,948.87299,88.234245,390.12366,2542.0,4.4,13.9,858.2,12.8,257.6,4.9,0.5,1.2,0.0,69.0,4.84557765537766,2,4.864179398642769,7.947472160040509,1.6400169050356745,0.13116070062201646,1.6215978757077782,0.6856086302911798,1.392765726248671,16.331572818933804,26.786222312236294,1.9006423819765406,1.392765726248671,True,7.947629840158774
675,675,WWA,12020500,121.6,-123.40511311058808,46.64806376568556,-1451.36,16.45762,0.6,0.23,0.16,0.01,0.01,0.0,0.0,0.0,-0.01,0.7,0.15,0.12,0.01,0.01,0.0,0.0,0.0,0.01,0.77,0.12,0.09,0.01,0.01,0.0,0.0,0.0,0.0,12.787095,300.63135423792005,230.61835,265.31085,736.18536,107.09437,265.31085,2184.8,4.7,14.4,871.3,8.6,257.2,4.9,0.5,1.2,0.0,5.0,3.422293349735495,2,3.445187832445808,3.963906231714305,1.386100382655411,0.14782083548534858,1.5368862118660627,0.6205668164151804,1.1640374832606104,28.14385978400901,32.5979130897558,2.7275851258652506,1.1640374832606104,True,3.9653568836317477
676,676,WWA,12020525,151.4,-123.39003862973804,46.644187921901086,-1438.29,15.95384,0.59,0.23,0.15,0.01,0.01,0.0,0.0,0.0,0.01,0.71,0.14,0.12,0.02,0.01,0.0,0.0,0.0,0.0,0.77,0.11,0.09,0.01,0.01,0.0,0.0,0.0,0.01,13.259858,316.4110407628891,233.52295,269.48181,739.72681,90.267792,269.48181,2166.8,4.7,14.5,871.3,8.4,257.8,4.9,0.5,1.2,0.0,10.0,5.060834631971705,2,5.064202212417323,5.097384327143844,0.9219853851130904,-0.3118703931200656,3.6430474262801082,1.1354533029978604,1.088551024806091,33.42691302491218,33.668324485758546,3.023283240976649,1.088551024806091,True,5.098526598155862
677,677,WWA,12020900,122.4,-123.12281617788386,46.43323000575565,-1291.96,9.48979,0.34,0.36,0.2,0.02,0.08,0.0,0.0,0.0,1.1102230246251563e-16,0.64,0.16,0.11,0.02,0.08,0.0,0.0,0.0,-0.01,0.76,0.08,0.06,0.02,0.07,0.0,0.0,0.0,0.01,14.193633,77.19875154526369,233.42947,271.10165,812.12048,79.832825,271.10165,2069.5,4.9,14.9,877.9,9.1,260.4,4.8,0.5,1.2,0.0,16.0,3.501918860131698,2,3.492454194659172,5.8511398650292294,1.6817183320253322,0.0001730768734506977,1.1572538421730365,0.14668808239177816,1.6806496574462682,28.61044820369034,47.80343026984664,2.2471489912956897,1.6806496574462682,True,5.851673217189767
678,678,WWA,12021000,124.7,-123.12298585083391,46.43502362267222,-1287.52,9.31444,0.33,0.36,0.2,0.02,0.09,0.0,0.0,0.0,1.1102230246251563e-16,0.63,0.16,0.11,0.02,0.09,0.0,0.0,0.0,-0.01,0.75,0.08,0.07,0.02,0.09,0.0,0.0,0.0,-0.01,13.961864,73.99676982393017,229.49875,267.86664,812.12048,76.522041,267.86664,2066.8,4.9,14.9,878.0,9.1,260.4,4.8,0.5,1.2,0.0,6.0,3.449128933855126,2,3.4657028694703826,6.061883102107544,1.6954885812262555,0.022070040441474866,1.079143296520778,0.14640465576870204,1.5948587351000603,27.65941406459603,48.61173297600275,2.228249082064848,1.5948587351000603,True,6.063416785396374
679,679,WWA,12024000,106.9,-122.57898188182725,46.642156783204776,-1264.65,8.92216,0.47,0.23,0.19,0.05,0.06,0.0,0.0,0.0,0.0,0.58,0.16,0.15,0.05,0.06,0.0,0.0,0.0,0.0,0.67,0.14,0.08,0.05,0.05,0.0,0.0,0.0,0.0099999999999998,14.540012,209.48132211864151,416.91602,460.58163,1166.7246,155.1442,460.58163,1907.5,4.4,14.2,853.5,11.5,263.5,4.2,0.5,1.0,0.0,36.0,5.725653518628327,2,5.682790990102141,6.334740439353642,1.036671414776784,0.08580193112118689,3.4830337420108,1.2885918511504353,0.9959923776281181,53.56083740531644,59.25856351125951,3.5244533121015733,0.9959923776281181,True,6.335074541325835
680,680,WWA,12024500,83.6,-122.68182166155124,46.68865080113809,-1290.25,10.3448,0.45,0.26,0.24,0.02,0.04,0.0,0.0,0.0,-0.01,0.61,0.2,0.14,0.01,0.04,0.0,0.0,0.0,0.0,0.77,0.12,0.05,0.01,0.03,0.0,0.0,0.0,0.02,17.246222,242.14856451288125,402.02625,396.4313,870.32031,102.40852,396.4313,1793.9,4.6,14.6,861.6,8.5,262.9,4.3,0.5,1.0,0.0,7.0,3.0168084649131024,2,3.031102418124005,3.9395151822355046,1.3584914069167389,0.031636512873858734,1.3980983324576313,0.38841585067078893,1.2906940088071894,36.08622565685529,47.12338734731465,2.87012760956227,1.2906940088071894,True,3.9404149230676624
681,681,WWA,12025000,406.5,-122.70611478452544,46.63292341684683,-1182.55,5.27945,0.38,0.21,0.19,0.07,0.13,0.02,0.0,0.0,0.0,0.48,0.16,0.14,0.07,0.13,0.02,0.0,0.0,0.0,0.57,0.11,0.1,0.07,0.13,0.02,0.0,0.0,1.1102230246251563e-16,9.8421144,251.50249362911853,222.29102,293.15073,1166.7246,48.56316,293.15073,1696.3,5.0,15.2,876.6,7.4,263.6,4.3,0.5,1.0,0.0,69.0,3.140067539690476,2,3.1511690648411625,4.348621691998562,1.3944730820834215,0.08364808100214696,1.337556088410233,0.42055478788973244,1.2512080805304937,7.724643394072513,10.697716339479857,1.3207261378840043,1.2512080805304937,True,4.348709237857789
682,682,WWA,12025300,19.9,-122.84937077312426,46.67291177198919,-1317.95,10.07803,0.65,0.15,0.11,0.05,0.04,0.0,0.0,0.0,0.0,0.7,0.09,0.11,0.05,0.04,0.0,0.0,0.0,0.01,0.72,0.11,0.08,0.05,0.04,0.0,0.0,0.0,0.0,12.590617,303.2282700713317,147.32089,142.3432,263.75009,56.136005,142.3432,1487.2,5.4,16.0,891.1,4.4,263.4,4.5,0.5,1.0,0.0,4.0,3.0574704673454303,2,3.0215122800865997,5.748768780958754,2.716927010704285,0.002373112286381807,0.398713469191999,-0.8056853729464424,2.498118420309142,153.64173202740858,288.88285331451027,3.111350174305248,2.498118420309142,True,5.750996554257241
