,unnamed: 0,region,official_id,drainage_area_km2,centroid_lon_deg_e,centroid_lat_deg_n,logk_ice_x100,porosity_x100,land_use_forest_frac_2010,land_use_shrubs_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_crops_frac_2010,land_use_urban_frac_2010,land_use_water_frac_2010,land_use_snow_ice_frac_2010,lulc_check_2010,land_use_forest_frac_2015,land_use_shrubs_frac_2015,land_use_grass_frac_2015,land_use_wetland_frac_2015,land_use_crops_frac_2015,land_use_urban_frac_2015,land_use_water_frac_2015,land_use_snow_ice_frac_2015,lulc_check_2015,land_use_forest_frac_2020,land_use_shrubs_frac_2020,land_use_grass_frac_2020,land_use_wetland_frac_2020,land_use_crops_frac_2020,land_use_urban_frac_2020,land_use_water_frac_2020,land_use_snow_ice_frac_2020,lulc_check_2020,slope_deg,aspect_deg,median_el,mean_el,max_el,min_el,elevation_m,prcp,tmin,tmax,vp,swe,srad,low_prcp_duration,low_prcp_freq,high_prcp_duration,high_prcp_freq,n_years,mean_runoff,fold,mean_check,std_runoff,lnorm_shape,lnorm_loc,lnorm_scale,log_mean_runoff,log_std_runoff,mean_uar,std_uar,log_mean_uar,log_std_uar,complete_year_mean_check,stdev_check
33,33,ERK,05BL022,166.2,-114.65266269334349,50.22918861496198,-1538.28,17.46426,0.85,0.04,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.04,0.12,0.0,0.0,0.0,0.0,0.0,0.01,0.82,0.06,0.12,0.0,0.0,0.0,0.0,0.0,1.1102230246251563e-16,14.824311,53.83056999231717,2000.0,2012.3481,2869.7695,1658.4417,2012.3481,788.3,-5.5,5.0,472.0,199.5,292.8,4.4,0.7,1.1,0.1,50.0,1.037389277860477,0,1.0381537627040058,2.388554638246926,1.2841828621343756,-7.653366296660507e-05,0.3982151412059798,-0.9211659106458114,1.2848068188533022,6.241812742842822,14.371568220498954,0.8733974859149779,1.2848068188533022,True,2.38862304586621
34,34,ERK,05CA001,2501.4,-115.53067231011902,51.62132581037071,-1446.63,15.37277,0.53,0.06,0.37,0.01,0.01,0.0,0.0,0.01,0.0099999999999998,0.52,0.06,0.38,0.01,0.01,0.0,0.0,0.01,0.0099999999999998,0.5,0.1,0.37,0.01,0.01,0.0,0.0,0.01,0.0,15.488222,67.33746769101678,1968.3136,1979.9949,3231.5356,1208.9158,1979.9949,761.7,-6.8,5.0,428.7,223.8,292.0,4.4,0.7,1.0,0.1,24.0,1.162305453953627,0,1.1219204454126914,1.1688191263921492,1.1654595389902962,0.08216901377736192,0.6150150996771523,-0.27818847867627416,0.9581388447185828,0.46466197087775923,0.46726598160715965,-1.1950390538089435,0.9581388447185827,True,1.1689209709552661
35,35,ERK,05CA002,817.8,-115.1379441992674,51.857137182096295,-1225.91,5.77877,0.69,0.1,0.16,0.01,0.03,0.0,0.01,0.0,0.0,0.66,0.1,0.18,0.01,0.04,0.0,0.01,0.0,0.0,0.55,0.22,0.17,0.02,0.02,0.0,0.01,0.0,0.0099999999999998,6.8767948,65.10793947029093,1402.5931,1439.1337,2534.7998,1073.9406,1439.1337,678.1,-5.2,7.9,477.8,108.3,276.1,4.8,0.7,1.0,0.1,52.0,0.631537497087369,0,0.6029735696042057,1.071215511310011,1.0728086723332237,0.02546387533088084,0.3285594452795426,-0.9958386865417842,0.9679324522211784,0.772239541559512,1.3098746775617647,-0.7947012154901891,0.9679324522211784,True,1.071256306310171
36,36,ERK,05CA003,5.8,-115.14011606477123,51.672411659094266,-1052.0,0.0,0.86,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.12,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.48,0.13,0.0,0.0,0.0,0.0,0.0,0.01,9.9482775,150.58506150869985,1552.3588,1546.16,1687.0311,1380.0,1546.16,662.3,-5.4,7.6,466.2,110.4,287.0,5.1,0.7,1.0,0.1,30.0,0.354434309726857,0,0.31051614808010625,0.683154284907089,9.42132664785769,0.0014896551724137932,0.01724469541632123,-2.0566986530287372,1.6370616174950174,61.109363746009834,117.78522153570499,3.0931987084010255,1.6370616174950174,False,0.683199633527067
37,37,ERK,05CA009,2240.6,-115.58879771757216,51.611526217526446,-1491.41,17.11548,0.53,0.05,0.38,0.01,0.01,0.0,0.0,0.01,0.0099999999999998,0.52,0.06,0.39,0.01,0.01,0.0,0.0,0.01,0.0,0.5,0.08,0.39,0.01,0.01,0.0,0.0,0.01,0.0,16.640972,70.04820210277823,2038.0,2047.1838,3231.5356,1300.9689,2047.1838,778.5,-7.1,4.6,422.4,240.0,294.0,4.4,0.7,1.0,0.1,43.0,0.834657217582416,0,0.8334322879478137,1.195406107250262,1.1767597543005746,0.07680240646496156,0.38154012791458297,-0.6860667574421,0.9573145866692337,0.37251504846131217,0.5335205334509783,-1.492810444584586,0.9573145866692339,True,1.1954442473510056
38,38,ERK,05CB001,2567.2,-114.47983919872654,51.61583381991406,-1088.45,0.87958,0.21,0.05,0.15,0.01,0.56,0.01,0.01,0.0,0.0,0.21,0.05,0.15,0.01,0.56,0.01,0.01,0.0,0.0,0.18,0.17,0.15,0.03,0.45,0.02,0.01,0.0,-0.01,2.9350262,38.20272131089685,1156.0311,1185.5972,1877.0033,910.89154,1185.5972,520.7,-3.6,9.6,515.6,53.4,270.8,5.3,0.7,1.0,0.1,59.0,0.15887719886802545,0,0.15861782260352236,0.3331430479833294,1.3878242768672933,-0.0015414882100683884,0.06329817764521288,-2.851122610282679,1.5675173643177442,0.061887347642577695,0.12976902772800306,-3.793938421096189,1.567517364317744,True,0.33315084581931814
39,39,ERK,05CB002,455.2,-114.86110830282789,51.458138911185856,-1199.91,4.96087,0.62,0.08,0.27,0.01,0.02,0.0,0.0,0.0,0.0,0.62,0.08,0.27,0.01,0.02,0.0,0.0,0.0,0.0,0.6,0.32,0.07,0.0,0.01,0.0,0.0,0.0,0.0,7.2346087,74.97550422613052,1419.7175,1427.0876,1877.0033,1187.0,1427.0876,600.0,-4.5,8.6,492.3,75.3,277.0,5.2,0.7,1.0,0.1,57.0,0.511378028404503,0,0.4760699868928435,1.1364939457398422,1.1419792805862687,-0.006709891822776451,0.25693872430037135,-1.4169212487450196,1.2250721066863712,1.1234139464070803,2.4966914449469293,-0.6299028525750036,1.2250721066863712,True,1.1365349026905283
40,40,ERK,05CB004,661.2,-114.742264600817,52.07324283813927,-1232.46,0.0,0.33,0.08,0.14,0.02,0.42,0.01,0.0,0.0,0.0,0.32,0.08,0.14,0.02,0.42,0.01,0.0,0.0,0.01,0.2,0.19,0.18,0.05,0.36,0.01,0.0,0.0,0.0099999999999998,1.3826383,31.67820919669076,1069.0,1099.3402,1498.7256,961.8501,1099.3402,566.8,-4.3,9.4,506.8,69.1,266.9,4.9,0.7,1.0,0.1,48.0,0.29533370304902073,0,0.29488976743161244,0.3093712624809521,0.6172452962893116,0.012679284578943463,0.2224774002840077,-1.4382182637946417,0.5832852682982834,0.44666319275411476,0.46789362141704793,-1.0245193507593737,0.5832852682982834,True,0.30938020992394216
41,41,ERK,05CC001,1798.1,-114.19851742611807,52.63463524627047,-1081.7,1.04972,0.15,0.05,0.08,0.01,0.64,0.02,0.05,0.0,0.0,0.15,0.05,0.08,0.01,0.64,0.01,0.05,0.0,0.0099999999999998,0.09,0.09,0.13,0.04,0.57,0.02,0.05,0.0,0.01,1.5586395,29.152974198934228,937.22845,939.66638,1107.0,843.95844,939.66638,550.4,-3.3,9.3,545.7,66.1,257.3,4.9,0.7,1.0,0.1,56.0,0.13517211555171427,0,0.13447145330677063,0.4370415546765427,1.430645546143478,-4.939739222156105e-05,0.03647993413481353,-3.3149689199462236,1.4387689181556254,0.07517497110934558,0.2430574243237544,-3.901699471801679,1.4387689181556254,True,0.4370527400768818
42,42,ERK,05CC007,1866.2,-114.60375438202574,52.50966512554231,-1189.49,0.0,0.25,0.08,0.09,0.02,0.55,0.01,0.01,0.0,-0.01,0.25,0.08,0.09,0.02,0.55,0.01,0.01,0.0,-0.01,0.15,0.14,0.16,0.06,0.47,0.01,0.01,0.0,0.0,1.503382,20.64843648261508,985.69446,989.00934,1133.1741,914.0,989.00934,560.4,-3.7,9.3,528.3,65.8,260.2,4.8,0.7,1.0,0.1,56.0,0.21050882611230318,0,0.20833171749503548,0.5305106438070342,1.4687186889951076,-0.0006256475808069229,0.06218544256700712,-2.8330583065210746,1.639863529059519,0.11280078561370872,0.2842731989106388,-3.456962584338859,1.639863529059519,True,0.5305245794925457
43,43,ERK,05CJ009,43996.7,-113.25874443532956,51.69572235406621,-1140.19,1.24539,0.1,0.04,0.28,0.01,0.52,0.02,0.03,0.0,0.0,0.1,0.04,0.28,0.01,0.52,0.01,0.03,0.0,0.0099999999999998,0.08,0.08,0.33,0.03,0.43,0.02,0.03,0.0,0.0,2.4317727,25.11611955155757,898.0,977.84064,3231.5356,619.79065,977.84064,449.5,-3.3,9.8,518.5,57.5,269.9,6.0,0.8,1.0,0.1,4.0,0.11670320652200178,0,0.16136748559877243,0.13487931205629855,1.64472313479227,0.012490233980013251,0.040678646057726954,-2.6892292694875364,1.0611920065711276,0.0026525445436135385,0.0030656688355330864,-6.473343900593156,1.0611920065711276,False,0.13496034499365114
44,44,ERK,05DA007,248.3,-116.58180796299744,51.7835385128107,-1519.29,18.94477,0.31,0.02,0.38,0.01,0.01,0.03,0.05,0.19,0.0,0.31,0.02,0.44,0.01,0.01,0.03,0.05,0.13,0.0,0.31,0.02,0.5,0.01,0.01,0.02,0.04,0.09,-2.220446049250313e-16,22.506546,316.59077784427814,2286.123,2264.8477,3296.7546,1650.3777,2264.8477,990.2,-7.5,2.8,407.1,463.9,299.6,3.3,0.6,1.0,0.0,66.0,2.5280174012952035,0,2.4943046464061474,2.8123683052434045,1.5584711335286587,0.08515083565172402,0.94750171473456,0.14121365194200144,1.352658909625425,10.181302461921883,11.326493375929942,1.5343312384100176,1.352658909625425,True,2.8124361999456955
45,45,ERK,05DA009,1920.8,-116.85836792101732,51.96164107086908,-1456.98,16.3862,0.35,0.03,0.33,0.01,0.01,0.02,0.04,0.21,0.0,0.31,0.03,0.41,0.01,0.01,0.03,0.04,0.16,0.0,0.31,0.03,0.47,0.01,0.01,0.02,0.03,0.12,0.0,21.74135,60.76569248014711,2231.4038,2197.3528,3539.2722,1349.0828,2197.3528,944.2,-7.2,3.4,413.9,420.4,293.1,3.5,0.6,1.0,0.0,47.0,2.4110782293700908,0,2.3958835092386717,2.9832690495610996,1.6597192859347862,0.1190330254902458,0.7280852675623858,0.0005567423831059177,1.3716025667369591,1.2552468915920922,1.553138822137182,-0.6521850235418005,1.3716025667369591,True,2.9833567605217817
46,46,ERK,05DA010,19.9,-116.52002844570008,51.79845947249269,-1520.0,19.0,0.12,0.02,0.65,0.01,0.01,0.04,0.04,0.11,-2.220446049250313e-16,0.1,0.02,0.76,0.01,0.01,0.03,0.03,0.04,0.0,0.12,0.02,0.81,0.01,0.01,0.01,0.01,0.01,0.0,26.826244,253.6530793438303,2452.5322,2435.6233,3039.4312,1699.2744,2435.6233,994.4,-8.0,2.2,393.1,481.8,311.3,3.4,0.6,1.0,0.0,46.0,1.869130153498421,0,1.8662173345267932,2.923562372681353,1.495191273459361,0.008526318487567804,0.6613796753437223,-0.38259690305509575,1.462273309270718,93.92613836675484,146.9126820442891,3.5344386441965945,1.462273309270718,True,2.9236501133327035
47,47,ERK,05DB001,3225.2,-115.4667047502504,52.03096265637982,-1292.21,8.32448,0.63,0.06,0.22,0.01,0.07,0.0,0.01,0.0,0.0,0.62,0.07,0.23,0.01,0.07,0.0,0.01,0.0,-0.01,0.55,0.13,0.23,0.02,0.06,0.01,0.01,0.0,-0.01,10.25321,45.26677135991002,1488.8706,1593.6893,3303.2615,961.0,1593.6893,713.0,-5.7,6.9,463.0,153.2,277.5,4.5,0.7,1.0,0.1,26.0,0.6742989169068843,0,0.6718921461472547,0.7128961346008446,0.960605600541556,0.04750479697899543,0.400491681632823,-0.7561555666307955,0.8332652739251257,0.20907196977145118,0.2210393571254014,-1.9271505304595256,0.8332652739251257,True,0.7129359334081108
48,48,ERK,05DB002,851.7,-115.2470413804434,52.20244307723401,-1055.02,0.0,0.74,0.09,0.1,0.01,0.06,0.0,0.0,0.0,0.0,0.71,0.09,0.11,0.01,0.06,0.0,0.0,0.0,0.02,0.63,0.19,0.11,0.02,0.05,0.0,0.0,0.0,0.0,4.45715,50.16399303639528,1248.8674,1260.8491,1979.1154,990.96893,1260.8491,660.1,-4.8,8.7,493.3,89.5,268.0,4.6,0.7,1.0,0.1,67.0,0.47055783569530435,0,0.4691231175384216,0.5990731914174069,0.8323515782996543,0.024351687553512268,0.2987629070406311,-1.1059218588416522,0.7643493032823148,0.5524924688215384,0.7033852194639039,-0.9454009320065504,0.7643493032823147,True,0.5990861903040979
49,49,ERK,05DB006,2256.9,-115.57957506059957,51.953001928009805,-1385.11,11.8961,0.61,0.05,0.26,0.01,0.05,0.0,0.01,0.01,0.0,0.6,0.05,0.28,0.01,0.05,0.0,0.01,0.0,0.0,0.55,0.1,0.28,0.02,0.04,0.0,0.01,0.0,0.0,12.9148,44.03884790913716,1659.5343,1749.3711,3303.2615,984.88214,1749.3711,739.7,-6.1,6.2,450.1,179.6,281.5,4.4,0.7,1.0,0.1,42.0,0.666756839381006,0,0.6647339439787184,0.7610339007373632,0.881972226482088,0.025984030748661874,0.4264416281525654,-0.7706946675095139,0.81998035408598,0.2954303865395038,0.33720319940509696,-1.5846868577616624,0.81998035408598,True,0.7610591118052561
50,50,ERK,05DC006,1850.8,-115.93457367883966,52.14621959217277,-1258.22,7.99947,0.76,0.04,0.18,0.01,0.01,0.0,0.0,0.0,0.0,0.74,0.05,0.2,0.01,0.01,0.0,0.0,0.0,-0.01,0.7,0.06,0.22,0.01,0.01,0.0,0.0,0.0,0.0,13.468418,44.98146758270778,1763.3157,1815.231,3164.3042,1056.0,1815.231,724.0,-6.3,6.0,442.2,152.3,279.4,4.4,0.7,1.0,0.1,52.0,0.7271392094601137,0,0.7189566600630665,1.0641560921129136,1.070028513818687,0.040003988378478385,0.37448194688099157,-0.8303235118548012,0.9513915454021443,0.39287832799876465,0.5749708731969492,-1.4459414899055087,0.9513915454021443,True,1.0641858167282772
51,51,ERK,05DC007,3901.5,-116.6927420069364,52.02739905554071,-1431.62,15.33189,0.38,0.03,0.39,0.01,0.01,0.02,0.04,0.12,0.0,0.36,0.03,0.44,0.01,0.01,0.02,0.04,0.09,-2.220446049250313e-16,0.35,0.03,0.49,0.01,0.01,0.01,0.03,0.06,0.01,21.577518,48.25022893393345,2197.8577,2160.6882,3539.2722,1233.7878,2160.6882,852.1,-7.2,3.9,413.9,331.7,289.6,3.7,0.6,1.0,0.0,14.0,2.7018813543046996,0,2.4141343213129414,2.3967282848930567,1.3862342375971561,0.15520353993129335,1.2736902713155902,0.4733204292036793,1.1225236856844925,0.6925237355644496,0.6143094412131377,-0.8880406653709997,1.1225236856844922,False,2.3971196194184654
52,52,ERK,05DC012,1342.1,-115.46789963896305,52.594496749821054,-1062.09,0.0,0.84,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.01,0.81,0.11,0.06,0.01,0.0,0.0,0.0,0.0,0.01,0.7,0.16,0.1,0.03,0.01,0.0,0.0,0.0,0.0,2.489166,52.291582757253295,1072.0,1106.6349,1541.9058,881.91571,1106.6349,585.2,-4.3,9.2,506.8,69.0,262.1,4.8,0.7,1.0,0.1,35.0,0.41375800377693156,0,0.4128003372915531,0.7132599054675703,1.2713107477888155,0.008135778510704676,0.18118876981071902,-1.6239140276799557,1.1832688825044988,0.3082914863102091,0.5314506411352137,-1.918149579101579,1.1832688825044988,True,0.7132885821147009
53,53,ERK,05DD009,868.1,-115.9311659509526,52.679487218517245,-1053.17,0.0,0.87,0.07,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.81,0.08,0.09,0.01,0.0,0.0,0.0,0.0,0.01,0.68,0.14,0.15,0.02,0.0,0.0,0.0,0.0,0.0099999999999998,4.6681495,26.384226445574,1210.0311,1248.6975,2057.6257,926.91571,1248.6975,595.4,-4.6,8.7,490.7,74.7,263.0,4.7,0.7,1.0,0.1,45.0,0.4978713874571056,0,0.49610786825655645,1.0548011232096464,1.1295574261395336,0.015604556021060369,0.2352376891601748,-1.3433408130788482,1.0398867528486193,0.5735184742047063,1.2150686824209724,-1.2018924494944734,1.0398867528486193,True,1.0548337004174682
54,54,ERK,07AA001,656.5,-118.38029560495237,52.885556342734205,-1367.31,12.84395,0.61,0.07,0.24,0.01,0.01,0.01,0.01,0.03,0.01,0.61,0.07,0.26,0.01,0.01,0.01,0.01,0.02,0.0,0.57,0.07,0.32,0.01,0.01,0.01,0.01,0.01,-0.01,17.066463,176.54363058963906,1959.7175,1909.4662,3110.5608,1040.2213,1909.4662,737.7,-7.8,5.2,396.0,236.7,287.7,3.8,0.7,1.0,0.0,43.0,1.3970551177485035,5,1.3998026829093704,1.9708728017434625,1.5556237927271743,0.04201485459223767,0.46981301186066177,-0.5683487214316151,1.37290628986982,2.1280352136306218,3.002091091764604,-0.14751613619232887,1.37290628986982,True,1.9709375553387272
55,55,ERK,07AA002,3868.9,-117.85759894096516,52.55151847178587,-1387.57,13.65469,0.45,0.04,0.3,0.01,0.01,0.02,0.03,0.14,0.0,0.45,0.04,0.33,0.01,0.01,0.02,0.03,0.1,0.0099999999999998,0.42,0.04,0.41,0.01,0.01,0.01,0.03,0.07,0.0,20.416681,247.45933391436844,2082.9648,2041.1461,3725.7812,1029.9406,2041.1461,780.8,-7.9,4.6,395.7,297.5,287.6,3.7,0.6,1.0,0.0,48.0,1.934284772840672,5,1.9219051307556352,2.245513254550063,1.5778557885230002,0.14505262723267043,0.6384220911918996,-0.06023969261935317,1.2282678690354065,0.49995729350478746,0.5804009549355277,-1.4132099215317466,1.2282678690354065,True,2.245577731694049
56,56,ERK,07AD001,9529.1,-117.97052146767274,52.85684777538982,-1402.95,14.253,0.49,0.05,0.34,0.01,0.01,0.01,0.02,0.07,-2.220446049250313e-16,0.49,0.05,0.36,0.01,0.01,0.01,0.02,0.05,0.0,0.46,0.05,0.4,0.01,0.01,0.01,0.02,0.04,0.0,19.787037,358.1214422117807,1985.3898,1948.2794,3725.7812,971.80273,1948.2794,735.8,-7.8,5.3,398.5,238.2,281.9,4.0,0.7,1.0,0.0,8.0,1.739714416227992,5,1.9731141508456012,1.9131354016583135,1.3901192012649382,0.10616293927715063,0.7210280974290626,-0.07567830735297333,1.1533014962041914,0.18256859684838989,0.20076769072192688,-2.330028581944577,1.1533014962041912,False,1.913542755096691
57,57,ERK,07AD002,9816.2,-117.96102965622482,52.87026755742195,-1393.03,13.85007,0.5,0.05,0.33,0.01,0.01,0.01,0.02,0.07,-2.220446049250313e-16,0.5,0.05,0.35,0.01,0.01,0.01,0.02,0.05,0.0,0.47,0.05,0.39,0.01,0.01,0.01,0.02,0.03,0.0099999999999998,19.403566,350.52158147955174,1966.8308,1927.7904,3725.7812,959.88464,1927.7904,731.4,-7.7,5.4,400.9,233.6,281.2,4.0,0.7,1.0,0.0,56.0,1.5305393561895302,5,1.5241729461475784,1.6380112114831198,1.229155270097689,0.09470047129563133,0.7128247312625848,-0.13533947586249145,1.064151979123942,0.15591974044839452,0.16686815789033635,-2.419373557961662,1.064151979123942,True,1.6380514332467198
58,58,ERK,07AD004,3.5,-117.51952545886684,53.37069919542635,-1052.0,0.0,0.9,0.05,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.9,0.04,0.04,0.01,0.0,0.0,0.0,0.0,0.0099999999999998,0.88,0.07,0.04,0.01,0.01,0.0,0.0,0.0,-0.01,7.0686193,309.6269934430411,1337.2825,1330.6211,1434.943,1196.3862,1330.6211,608.0,-5.1,8.3,471.1,90.6,258.7,4.6,0.7,1.0,0.1,28.0,0.3832163468716783,5,0.3644596162151804,0.6590212912303695,1.2100020473377529,-0.004431997619091805,0.1848396983318395,-1.7460114716293078,1.2934018241855207,109.49038482047952,188.29179749439126,3.9089808388574614,1.2934018241855207,True,0.6590783172583592
59,59,ERK,07AE001,19618.1,-117.74743812300024,53.34177826908248,-1272.09,8.55647,0.66,0.06,0.2,0.01,0.01,0.01,0.01,0.03,0.01,0.65,0.07,0.22,0.01,0.01,0.01,0.01,0.02,0.0,0.6,0.07,0.26,0.02,0.01,0.01,0.01,0.02,0.0,12.565926,31.55646677567433,1475.0,1596.0734,3725.7812,732.91571,1596.0734,670.8,-6.5,6.7,439.1,167.2,269.0,4.4,0.7,1.0,0.0,59.0,1.2638173437997262,5,1.2184552313686692,1.1030009065293682,1.1515665554026016,0.08293812840457548,0.6906066743093389,-0.18252901612730324,0.9696020385978843,0.06442098591605334,0.056223635649189696,-3.1589816256160037,0.9696020385978842,True,1.1030339953984611
60,60,ERK,07AF002,2564.1,-117.22599298993865,53.23571787434801,-1197.99,4.7097,0.79,0.09,0.1,0.01,0.01,0.0,0.01,0.0,-0.01,0.76,0.09,0.12,0.01,0.01,0.0,0.01,0.0,0.0,0.7,0.11,0.15,0.02,0.01,0.01,0.01,0.0,-0.01,7.1873178,44.41303815127098,1370.3055,1414.8671,2727.9192,926.82587,1414.8671,625.1,-5.6,7.9,458.6,107.2,265.1,4.7,0.7,1.0,0.1,64.0,0.6515389247705475,5,0.6490917979334366,1.0410445858124748,1.2784615014945686,0.015860009642703166,0.28775284422409214,-1.1463524896129007,1.1852127866485616,0.2541004347609483,0.4060077944746596,-2.0879600294708456,1.1852127866485616,True,1.0410671473248752
61,61,ERK,07AF003,27.4,-117.3022962150142,53.111880002616864,-1052.0,0.0,0.92,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,8.1172981,13.156935702948374,1460.0,1455.5339,1683.9919,1269.4893,1455.5339,623.4,-5.7,7.9,453.5,103.9,264.1,4.7,0.7,1.0,0.1,52.0,1.1348578498082396,5,1.0522285366590414,1.7960640258163518,1.141362068118823,-0.009354098834012455,0.6052875857831677,-0.5337452557039875,1.180670654884039,41.41816970103065,65.54978196410043,3.063467009884125,1.180670654884039,True,1.796144564998286
62,62,ERK,07AF004,14.8,-117.2607436495619,53.11255725789598,-1052.0,0.0,0.86,0.13,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.13,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.83,0.12,0.05,0.0,0.0,0.0,0.0,0.0,0.0,9.300148,346.8161714678185,1475.1621,1466.5143,1668.8646,1273.8896,1466.5143,626.1,-5.7,7.8,452.8,104.7,264.1,4.7,0.7,1.0,0.1,25.0,1.2075101907820662,5,1.0831516174100615,1.8307769638122973,1.1714483052486206,-0.020933311683488394,0.6517525266006607,-0.5030218982795448,1.2735832759168182,81.58852640419367,123.7011462035336,3.7101061999325227,1.2735832759168182,False,1.8309527212133465
63,63,ERK,07AF005,16.1,-117.21788876274896,53.118228883389285,-1052.0,0.0,0.91,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.08,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.14,0.23,0.0,0.0,0.0,0.0,0.0,0.01,8.2151318,344.0806410776607,1443.8019,1447.3387,1672.9767,1287.6412,1447.3387,628.2,-5.7,7.8,453.5,104.7,264.9,4.7,0.7,1.0,0.1,26.0,1.047102013893278,5,0.9352301729243011,1.5057196733993603,0.9437607286712693,-0.03610593680802436,0.6802431201565948,-0.47985406686877213,1.0498898598438178,65.03739216728434,93.5229610807056,3.6490819401229473,1.0498898598438176,False,1.5058589822467139
64,64,ERK,07AG001,6299.0,-116.83309036422328,53.305756904799416,-1216.03,1.91713,0.82,0.08,0.07,0.01,0.01,0.0,0.01,0.0,0.0,0.79,0.09,0.09,0.01,0.01,0.0,0.01,0.0,0.0,0.69,0.12,0.14,0.03,0.01,0.01,0.01,0.0,-0.01,4.3510857,29.354536101141218,1104.6945,1205.1116,2727.9192,837.84747,1205.1116,590.6,-4.8,8.6,486.2,87.9,260.1,4.7,0.7,1.0,0.1,28.0,0.5586254683357993,5,0.5561527656232217,0.9534694558394639,1.3564951106000775,0.022802128075250554,0.22439131183983513,-1.3122293339883087,1.179219742823047,0.08868478620984271,0.1513683847975018,-3.1526202246281008,1.179219742823047,True,0.9535194634159198
65,65,ERK,07AG002,5427.5,-116.9403651364135,53.29505444795411,-1209.69,2.22497,0.82,0.08,0.07,0.01,0.01,0.0,0.01,0.0,0.0,0.8,0.09,0.09,0.01,0.01,0.0,0.01,0.0,-0.01,0.69,0.12,0.14,0.03,0.01,0.01,0.01,0.0,-0.01,4.7783284,32.981981661888376,1134.9353,1236.8838,2727.9192,860.82587,1236.8838,592.5,-4.9,8.5,481.3,89.4,260.8,4.8,0.7,1.0,0.1,4.0,0.4774700358762433,5,0.4761282308426874,0.5871823895211941,1.3167463552056256,0.029863894462355847,0.20531942401649736,-1.3473431441709933,1.1038231012686288,0.08797236957646122,0.10818652962159263,-3.0388217669413033,1.1038231012686288,True,0.5874582562921197
66,66,ERK,07AG003,822.6,-116.15662323961573,53.35597559036503,-1242.05,0.0,0.82,0.09,0.06,0.01,0.02,0.0,0.01,0.0,-0.01,0.8,0.09,0.07,0.01,0.02,0.0,0.01,0.0,0.0,0.65,0.13,0.12,0.08,0.01,0.0,0.01,0.0,0.0,1.68167,15.520339201900534,1019.0532,1014.6056,1178.1154,874.96893,1014.6056,582.9,-4.1,9.2,516.4,79.4,255.5,4.7,0.7,1.0,0.1,60.0,0.4117929381507133,0,0.40970438314452273,0.90948347601515,1.274764845967464,-0.0005052982274782396,0.1686720658050183,-1.7865061117959733,1.2836700530500855,0.5005992440441446,1.1056205640835763,-1.59122088861016,1.2836700530500855,True,0.9095046059094669
67,67,ERK,07AG004,9105.6,-116.64349949510591,53.44638720781804,-1193.35,1.32621,0.78,0.09,0.06,0.01,0.06,0.0,0.01,0.0,-0.01,0.75,0.09,0.08,0.01,0.06,0.0,0.01,0.0,0.0,0.65,0.14,0.13,0.04,0.04,0.01,0.01,0.0,-0.02,3.6934738,39.82193689769877,1048.0,1124.9226,2727.9192,729.95007,1124.9226,580.5,-4.6,8.7,495.6,85.6,257.5,4.8,0.7,1.0,0.1,49.0,0.5881218677257097,5,0.5599213893221936,0.8040286336588126,1.102761966409606,0.011459838527058192,0.3221586999888168,-1.072391498363594,1.041588796635713,0.06458902957802998,0.08830045616530625,-3.281281107230317,1.0415887966357127,True,0.8040613463399767
68,68,ERK,07AG007,7128.3,-116.80074232176882,53.35401228382372,-1215.53,1.6941,0.81,0.09,0.07,0.01,0.02,0.0,0.01,0.0,-0.01,0.78,0.09,0.08,0.01,0.02,0.0,0.01,0.0,0.01,0.68,0.12,0.13,0.03,0.01,0.01,0.01,0.0,0.0099999999999998,4.1363568,36.39792405658486,1091.0,1183.4908,2727.9192,820.7948,1183.4908,588.7,-4.7,8.7,488.9,87.3,259.4,4.8,0.7,1.0,0.1,32.0,0.4820735662186109,5,0.48036123438289785,0.7803140504044576,1.2357076724206533,0.01849290557387191,0.2144240992555982,-1.3969437235706625,1.1047799084471623,0.06762812539015066,0.10946706092679287,-3.3610165003956025,1.1047799084471623,True,0.780347803202034
